lat,long,alt,temp2m,humidity,precip,atm,wind,m.fapar,Campo_Rupestre,Cerrado_lato_sensu,Floresta_de_Terra_Firme,Floresta_Estacional_Semidecidual,Floresta_Ombrofila_Densa,Restinga,Savana_Estepica,Floresta_de_Igapo,Floresta_de_Varzea,Campo_de_Varzea,Campo_de_Altitude,Vegetacao_Sobre_Afloramentos_Rochosos,Savana_Amazonica,Campinarana,Campo_Limpo,Floresta_Estacional_Decidual,Floresta_Estacional_Perenifolia,Floresta_Ombrofila_Mista,Palmeiral,Manguezal
50,53,995.85,20.14,73.45,4.05,34.2,51.03,74.87,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
50,54,1010.51,20.59,72.58,3.94,34.2,53.77,82.94,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
50,56,737.3,21.85,70.07,3.63,34.2,66.18,86.29,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
50,58,800.95,21.15,70.09,3.63,34.2,72.22,89.57,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
50,59,800.85,20.13,72.88,3.7,34.2,73.31,93.57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,60,711.36,20.93,73.32,3.67,34.2,68.88,105.03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,61,462.16,21.6,73.51,3.56,34.2,65.67,113.97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,62,561.68,21.75,74.05,3.38,34.2,66.11,104.07,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0
50,64,228.96,22.18,74.83,3.18,34.2,70.52,103.82,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
50,65,190.25,22.57,76.93,3.26,34.2,73.45,106.18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
50,66,44.92,23.68,78.21,3.33,34.2,71.45,111.6,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
51,34,163.09,26.15,62.29,3.26,34.02,52.13,108.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
51,35,164.72,26,62.65,3.45,34.02,51.73,107.94,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51,37,545.62,24.13,67.67,3.74,34.02,52.57,89.67,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1
51,39,419.6,23.34,71.13,3.83,34.02,50.09,76.16,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51,41,341.63,23.78,70.95,3.77,34.02,59.93,77.93,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,44,344.58,24.6,68.62,3.58,34.02,79.24,75.07,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0
51,45,390.67,24.47,67.75,3.58,34.02,80.27,81.99,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0
51,46,470.95,24.22,68.08,3.6,34.02,78.14,84.51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
51,47,491.2,23.89,68.97,3.66,34.02,73.07,80.97,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0
51,48,471.88,23.6,69.77,3.77,34.02,64.97,80.15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51,49,485.18,23.58,69.71,3.85,34.02,55.62,78.21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51,50,518.46,23.28,69.36,4.05,34.02,48.95,77.14,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
51,51,654.53,22.25,70.6,4.16,34.02,47.24,86.43,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51,52,857.13,21.13,72.22,4.16,34.02,47.74,88.87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
51,53,715.49,20.45,73.34,4.05,34.02,49.52,72.83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
51,54,820.09,20.68,73.32,3.9,34.02,52.93,77.86,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
51,55,733.38,21.32,72.19,3.77,34.02,57.84,86.07,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0
51,56,846.47,21.15,71.47,3.69,34.02,61.58,91.7,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0
51,57,798.22,20.81,71.07,3.68,34.02,64.79,92.95,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51,58,841.69,20.39,71.6,3.72,34.02,67.37,92.62,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1
51,59,1041.23,19.5,74.43,3.77,34.02,68.74,85.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51,60,644.68,20.74,74.09,3.72,34.02,63.63,105.75,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1
51,61,446.45,20.97,74.88,3.65,34.02,59.77,99.27,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0
51,62,692.29,20.62,76.33,3.55,34.02,58.64,105.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
51,63,648.29,20.34,77.63,3.45,34.02,58.86,108.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51,64,665.41,21.03,77.74,3.44,34.02,58.4,110.08,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0
51,65,672.53,21.67,79.96,3.48,34.02,58.08,118.96,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0
51,66,26.72,23.37,80.51,3.26,34.02,60.42,102.24,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
52,33,407.91,24.76,64.43,3.31,34.02,54.12,119.84,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
52,43,293.44,24.4,68.62,3.45,34.02,76.74,83.89,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0
52,44,391.09,24.5,68.15,3.43,34.02,81.93,86.49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
52,45,387.34,24.22,68.32,3.5,34.02,84.4,85.21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,46,439.19,23.92,68.55,3.52,34.02,83.27,89.97,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0
52,47,511.82,23.64,68.91,3.57,34.02,79.68,89.1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0
52,48,526.58,23.44,69.2,3.63,34.02,74.67,85.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
52,49,566.81,23.38,68.94,3.67,34.02,70.2,91.58,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0
52,51,711.5,22.4,69.74,4.04,34.02,54.08,89.52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
52,52,869.44,21.5,71.5,4.05,34.02,52.27,96.24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
52,53,789.57,20.82,73.41,3.95,34.02,54.1,98.28,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0
52,54,788.93,20.6,74.43,3.81,34.02,54.25,85.4,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0
52,55,805.42,20.86,73.47,3.71,34.02,55.52,79.37,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
52,57,958.45,20.21,72.26,3.67,34.02,60.67,90.06,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
52,58,1027.7,19.81,73.02,3.73,34.02,64,86.74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,59,918.62,19.23,75.59,3.81,34.02,65.17,97.14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
52,60,698.15,20.57,75.12,3.79,34.02,61,103.28,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52,61,687.42,20.88,75.52,3.74,34.02,56.46,99.31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,62,652.84,20.86,76.15,3.64,34.02,56.21,108.71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
52,63,638.89,21.06,76.64,3.5,34.02,59.21,109.11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,64,256.07,21.94,76.86,3.43,34.02,57.94,113.96,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0
52,65,164.98,22.74,79.49,3.34,34.02,55.84,114.14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53,34,282.7,24.65,65.6,3.61,33.8,48.92,104.49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53,35,331.79,24.1,66.62,3.7,33.8,57.27,102.65,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0
53,38,426.37,23.48,69.7,3.68,33.8,46.13,80.13,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,42,321.16,23.92,69.67,3.55,33.8,77.49,85.39,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
53,43,343.34,24.24,68.34,3.47,33.8,79.76,85.75,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0
53,44,410.19,24,68.45,3.46,33.8,81.85,90.5,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0
53,45,388.18,23.75,69.28,3.48,33.8,85.42,92.37,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0
53,46,373.27,23.62,69.5,3.49,33.8,87.91,84.78,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0
53,47,407.2,23.56,69.35,3.51,33.8,88.58,85.32,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
53,48,453.85,23.42,69.07,3.55,33.8,86.47,92.65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
53,49,543.38,23.02,68.84,3.57,33.8,80.15,89.55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
53,50,561.44,22.7,69.4,3.78,33.8,76.63,89.08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
53,51,590.62,22.26,69.92,3.89,33.8,63.48,86.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
53,52,754.2,21.43,71.57,3.94,33.8,55.69,97.09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
53,53,896.02,20.49,74.07,3.93,33.8,55.35,104.73,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0
53,54,863.57,20.24,75.09,3.83,33.8,56.67,97.68,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
53,55,806.79,20.44,74.43,3.75,33.8,54.34,86.42,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
53,56,855.61,20.2,73.66,3.72,33.8,55.64,91.87,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0
53,57,907.68,19.8,73.53,3.73,33.8,58.96,82.69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53,58,973.28,19.41,74.53,3.78,33.8,62.37,76.68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53,59,1032.85,19.13,76.96,3.89,33.8,63.48,96.47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
53,60,571.68,20.62,76.44,3.86,33.8,61.68,102.65,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0
53,61,363.11,21.64,75.38,3.79,33.8,62.63,102.09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
53,62,203.64,22.26,74.55,3.56,33.8,70.37,108.62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
53,63,142.76,22.73,74.5,3.27,33.8,77.66,105.24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
53,64,83.18,23.5,75.53,3.21,33.8,72.2,98.04,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
53,65,12.8,23.95,79.41,2.94,33.8,63.6,80.8,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0
54,31,78.86,25.81,60.14,3.26,33.8,49.1,102.08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,36,378.1,23.1,69.96,3.91,33.8,51.77,83.28,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0
54,37,329.33,23.61,69.25,3.8,33.8,51.06,82.36,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
54,42,288.44,23.72,69.81,3.64,33.8,78.52,81.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,43,363.68,23.86,68.33,3.56,33.8,80.93,83.51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,44,416.06,23.55,68.78,3.56,33.8,82.09,91.04,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
54,45,465.78,23.18,70.05,3.55,33.8,84.05,91.78,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1
54,47,463.21,22.98,70.61,3.55,33.8,93.61,87.72,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0
54,49,477.22,22.79,69.84,3.56,33.8,93.11,86.53,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0
54,50,630.36,22.02,71.23,3.73,33.8,91.32,89.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
54,51,648.99,21.8,71.37,3.82,33.8,79.91,95.36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,52,663.4,21.38,71.97,3.91,33.8,62.89,94.61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,53,1040.29,20.48,73.83,4,33.8,54.81,100.72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,54,1024.73,19.22,76.77,3.97,33.8,55.26,98.83,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
54,55,847.95,19.57,76.18,3.9,33.8,53.28,97.18,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0
54,56,902.78,19.38,75.82,3.91,33.8,54.32,93.79,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
54,57,996.91,19.09,76.03,3.95,33.8,57,85.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
54,58,1021.06,19.05,76.84,3.98,33.8,59.4,79.66,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0
54,59,823.32,19.49,77.91,3.96,33.8,55.11,107.86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
54,60,529.53,20.5,78.12,3.9,33.8,58.06,104.12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,61,330.83,21.36,77.51,3.83,33.8,67.13,109.98,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1
54,62,199.02,22.16,76.36,3.51,33.8,78.79,107.04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
54,63,64.38,22.98,75.74,3.09,33.8,81.47,107.37,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54,64,11.88,23.92,77.3,3.16,33.8,73.19,82.12,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0
55,32,221,24.92,63.5,3.48,33.59,49.86,109.34,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0
55,33,207.84,24.35,65.82,3.6,33.59,47.2,114.21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55,35,606.17,22.24,72.27,4.1,33.59,48.86,92.74,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55,37,368.35,23.13,70.86,3.97,33.59,57.71,84.58,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0
55,39,381.12,23.3,71.51,3.74,33.59,67.27,96.13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,40,329.56,23.31,71.83,3.74,33.59,68.5,94.73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
55,41,306.66,23.42,71.32,3.73,33.59,73.84,91.33,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0
55,44,456.82,23.25,69.62,3.67,33.59,85.25,91.65,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
55,45,482.22,22.82,70.46,3.66,33.59,84.67,88.06,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
55,46,575.49,22.39,71.54,3.65,33.59,85.53,93.63,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
55,47,584.24,22.11,72.13,3.64,33.59,90.72,102.16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55,48,517.61,22.02,72.13,3.63,33.59,99.93,92.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55,49,506.34,22.05,72.12,3.65,33.59,107.13,87.15,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
55,50,678.45,21.58,72.79,3.74,33.59,104.93,95.26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
55,51,705.06,21.4,72.92,3.8,33.59,98.18,95.57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55,52,624.77,21.15,73.12,3.92,33.59,79.6,92.59,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
55,53,758.07,20.35,74.36,4.09,33.59,62.48,101.46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55,54,1007.34,18.45,78.18,4.16,33.59,51.57,103.8,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0
55,55,861.1,18.53,78.44,4.07,33.59,48.46,99.73,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0
55,56,1050.42,18.49,78.49,4.13,33.59,48.4,108.78,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0
55,57,885.41,18.67,78.77,4.21,33.59,50.89,108.67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
55,58,664.02,19.32,78.98,4.21,33.59,56.78,111.33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
55,59,494.26,20.61,78.09,4.02,33.59,64.9,110.72,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0
55,60,498.84,20.86,78.7,3.96,33.59,52.18,108.64,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
55,61,723.96,20.93,79.69,3.96,33.59,54.78,117.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
55,62,386.94,21.69,79.83,3.76,33.59,64.48,126.44,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0
55,63,29.84,23.01,79.5,3.46,33.59,70,109.14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
55,64,8.04,23.8,80.93,3.46,33.59,67.11,76.76,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0
56,35,626.69,22.17,73.23,4.16,33.59,49.33,109.27,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
56,37,416.21,22.61,72.87,4.1,33.59,55.22,95.3,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
56,40,313.48,23.22,71.86,3.75,33.59,71.17,97.13,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
56,41,386.09,23.02,71.74,3.75,33.59,73.25,93.38,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1
56,42,391.85,22.86,71.35,3.78,33.59,76.89,97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
56,43,407.6,22.8,70.96,3.82,33.59,82.05,88.62,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0
56,44,468.65,22.76,71.11,3.82,33.59,89.28,86.4,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0
56,45,376.37,22.52,71.08,3.76,33.59,90.29,80.45,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
56,46,485.93,22.19,71.83,3.73,33.59,89.44,84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
56,47,479.76,21.77,72.77,3.72,33.59,90.61,87.64,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0
56,48,608.73,21.28,73.74,3.73,33.59,97.42,93.11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,49,637.95,20.81,74.99,3.74,33.59,108.1,95.45,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0
56,50,527.51,21.1,74.34,3.73,33.59,117.26,95.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,51,538.26,21.17,73.99,3.75,33.59,110.88,95.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,52,586.17,20.84,74.44,3.91,33.59,98.97,82.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,53,753.96,20.02,75.88,4.17,33.59,86.45,101.92,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
56,54,1103.39,18.68,78.35,4.3,33.59,66.75,105.54,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
56,55,806.47,18.64,79.19,4.2,33.59,63.2,112.11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
56,56,680.24,18.68,80.33,4.32,33.59,67.34,107.97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
56,57,637.52,19.32,80.98,4.43,33.59,80.94,110.42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
56,58,455.15,20.61,80.54,4.37,33.59,96.05,119.8,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0
56,59,210.73,22.13,78.96,4.07,33.59,101.41,111.78,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0
56,60,56.47,22.21,79.43,3.97,33.59,89.86,97.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,61,35.4,22.23,79.99,3.96,33.59,72.83,123.63,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0
56,62,22.19,22.65,81.1,3.92,33.59,66.98,108.85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,63,102.28,23.35,82.51,3.85,33.59,65.1,89.58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,36,481.34,22.09,74.91,4.24,33.37,51.6,87.45,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
57,38,310.03,22.67,73.43,3.95,33.37,58.93,100.74,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0
57,39,313.47,22.99,72.49,3.83,33.37,68.08,97.32,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
57,40,368.5,22.73,72.29,3.83,33.37,71.74,99.49,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
57,42,499.31,22.41,71.15,3.95,33.37,71.39,93.9,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
57,43,546.66,22.07,71.82,4.04,33.37,74.7,92.42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,44,597.81,21.54,73.16,4.04,33.37,85.77,91.46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,45,505.36,21.55,73.1,3.9,33.37,92.92,93.69,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
57,46,489.81,21.65,72.8,3.84,33.37,95.58,97.24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
